date,open,high,low,close,volume,HAopen,HAclose,HAhigh,HAlow,Rolling Mean,Upper Band,lower Band,HARollingMean,HAUpperBand,HAlowerBand
2023-10-10 14:40:00+05:30,1549.75,1549.85,1547.0,1547.0,190,1549.88,1548.4,1549.85,1547.0,1547.26,1550.1578152690108,1544.3621847309892,1547.013,1549.6281192876975,1544.3978807123024
2023-10-10 14:45:00+05:30,1547.0,1548.45,1547.0,1548.45,6,1548.38,1547.72,1548.45,1547.0,1547.5049999999999,1550.3430157387354,1544.6669842612644,1547.206,1549.7021338995423,1544.7098661004575
2023-10-10 14:50:00+05:30,1548.45,1549.8,1547.1,1547.1,337,1547.72,1548.11,1549.8,1547.1,1547.615,1550.273341170308,1544.956658829692,1547.435,1549.7817092799162,1545.0882907200837
2023-10-10 14:55:00+05:30,1547.1,1549.8,1545.0,1545.0,1737,1547.78,1546.72,1549.8,1545.0,1547.5149999999999,1550.4986778199582,1544.5313221800416,1547.532,1549.636889545796,1545.4271104542038
2023-10-10 15:00:00+05:30,1545.0,1546.8,1544.9,1546.7,122,1546.05,1545.85,1546.8,1544.9,1547.4900000000002,1550.4988019025632,1544.4811980974373,1547.481,1549.7317569097233,1545.2302430902766
2023-10-10 15:05:00+05:30,1546.7,1549.0,1546.7,1549.0,172,1545.85,1547.85,1549.0,1546.7,1547.69,1550.817583376627,1544.562416623373,1547.598,1549.784418685126,1545.411581314874
2023-10-10 15:10:00+05:30,1549.0,1549.0,1545.6,1545.8,64,1547.85,1547.35,1549.0,1545.6,1547.575,1550.9017434860837,1544.2482565139164,1547.659,1549.7718274894091,1545.546172510591
2023-10-10 15:15:00+05:30,1547.9,1547.9,1545.5,1546.6,256,1547.4,1546.98,1547.9,1545.5,1547.54,1550.903133459535,1544.176866540465,1547.6860000000001,1549.75129416791,1545.6207058320904
2023-10-10 15:20:00+05:30,1546.6,1551.0,1546.05,1551.0,1064,1547.25,1548.66,1551.0,1546.05,1547.6399999999999,1551.3679127314504,1543.9120872685494,1547.722,1549.8465611311522,1545.5974388688478
2023-10-10 15:25:00+05:30,1551.0,1553.0,1545.0,1553.0,791,1548.8,1550.5,1553.0,1545.0,1547.965,1552.8861674315006,1543.0438325684993,1547.8139999999999,1550.3382327767292,1545.2897672232705
2023-10-11 09:15:00+05:30,1552.15,1557.0,1551.05,1554.05,140,1552.0,1553.56,1557.0,1551.05,1548.6699999999998,1554.8385942933153,1542.5014057066844,1548.33,1552.7695695487046,1543.8904304512953
2023-10-11 09:20:00+05:30,1554.05,1557.0,1554.05,1554.1,56,1553.1,1554.8,1557.0,1554.05,1549.2350000000001,1556.2859337443087,1542.1840662556915,1549.038,1555.0314467916598,1543.0445532083402
2023-10-11 09:25:00+05:30,1554.1,1555.35,1552.3,1552.35,152,1554.07,1553.52,1555.35,1552.3,1549.76,1556.8858215900548,1542.6341784099452,1549.579,1556.1490833750854,1543.0089166249145
2023-10-11 09:30:00+05:30,1555.15,1555.4,1552.3,1555.3,186,1553.22,1554.54,1555.4,1552.3,1550.79,1557.835061311929,1543.744938688071,1550.361,1557.271407288208,1543.4505927117923
2023-10-11 09:35:00+05:30,1555.3,1555.35,1552.45,1555.25,18,1555.22,1554.59,1555.35,1552.45,1551.645,1558.5580231367203,1544.7319768632797,1551.2350000000001,1557.812485166167,1544.6575148338331
2023-10-11 09:40:00+05:30,1555.25,1555.3,1552.4,1555.05,58,1555.28,1554.5,1555.3,1552.4,1552.25,1559.1931020924803,1545.3068979075197,1551.9,1558.298687365393,1545.501312634607
2023-10-11 09:45:00+05:30,1555.05,1555.05,1552.0,1552.0,32,1555.15,1553.52,1555.05,1552.0,1552.8700000000001,1558.1649032096852,1547.575096790315,1552.5169999999998,1558.1041761899749,1546.9298238100248
2023-10-11 09:50:00+05:30,1552.0,1556.8,1552.0,1556.8,193,1553.52,1554.4,1556.8,1552.0,1553.8899999999999,1557.468267737317,1550.3117322626827,1553.259,1557.3479493353084,1549.1700506646916
2023-10-11 09:55:00+05:30,1556.8,1561.1,1555.05,1561.0,287,1554.4,1558.49,1561.1,1555.05,1554.8899999999999,1560.097217213736,1549.6827827862637,1554.242,1558.1389252836982,1550.3450747163017
2023-10-11 10:00:00+05:30,1561.0,1561.1,1558.8,1561.1,127,1558.9,1560.5,1561.1,1558.8,1555.7,1562.0048482226796,1549.3951517773205,1555.242,1559.9242862411977,1550.5597137588022
2023-10-11 10:05:00+05:30,1561.25,1561.65,1558.3,1561.65,67,1561.05,1560.71,1561.65,1558.3,1556.46,1563.6508583941247,1549.2691416058753,1555.9569999999999,1561.5857440872783,1550.3282559127215
2023-10-11 10:10:00+05:30,1561.65,1562.3,1557.0,1557.0,104,1561.45,1559.49,1562.3,1557.0,1556.75,1563.749206304203,1549.750793695797,1556.426,1562.3974148705,1550.4545851295
2023-10-11 10:15:00+05:30,1555.2,1558.45,1555.2,1558.45,56,1559.32,1556.82,1558.45,1555.2,1557.36,1563.6857498457505,1551.0342501542493,1556.756,1562.367553161912,1551.1444468380882
2023-10-11 10:20:00+05:30,1558.45,1559.15,1557.3,1559.15,98,1556.82,1558.51,1559.15,1557.3,1557.7450000000001,1563.981532156033,1551.5084678439673,1557.1529999999998,1562.6278398251625,1551.678160174837
2023-10-11 10:25:00+05:30,1559.15,1559.55,1557.5,1559.55,222,1558.8,1558.94,1559.55,1557.5,1558.175,1564.237498568147,1552.112501431853,1557.588,1562.8446723737097,1552.3313276262902
2023-10-11 10:30:00+05:30,1559.55,1559.9,1559.55,1559.9,15,1559.35,1559.72,1559.9,1559.55,1558.66,1564.377575243629,1552.942424756371,1558.1100000000001,1563.0297199559047,1553.1902800440955
2023-10-11 10:35:00+05:30,1558.1,1560.0,1558.1,1559.55,63,1559.72,1558.94,1560.0,1558.1,1559.415,1562.7006759831966,1556.1293240168034,1558.652,1562.3722962845088,1554.9317037154913
2023-10-11 10:40:00+05:30,1560.0,1560.0,1557.4,1559.0,103,1558.82,1559.1,1560.0,1557.4,1559.635,1562.395052334427,1556.874947665573,1559.1219999999998,1561.3384596394749,1556.9055403605248
2023-10-11 10:45:00+05:30,1559.0,1559.0,1557.05,1558.6,12,1559.5,1558.41,1559.0,1557.05,1559.395,1562.0426194758268,1556.7473805241732,1559.114,1561.3411496482374,1556.8868503517626
2023-10-11 10:50:00+05:30,1558.6,1558.75,1557.0,1558.75,44,1558.8,1558.28,1558.75,1557.0,1559.1599999999999,1561.538514942821,1556.7814850571788,1558.892,1560.9405398594226,1556.8434601405775
2023-10-11 10:55:00+05:30,1558.8,1564.5,1556.6,1563.15,1573,1558.68,1560.76,1564.5,1556.6,1559.31,1562.4528225106142,1556.1671774893857,1558.8970000000002,1560.965408943039,1556.8285910569614
2023-10-11 11:00:00+05:30,1563.15,1564.75,1563.15,1564.75,39,1560.98,1563.95,1564.75,1563.15,1560.085,1564.326344126558,1555.843655873442,1559.3429999999998,1563.1621453377948,1555.523854662205
2023-10-11 11:05:00+05:30,1564.75,1567.6,1564.75,1566.5,210,1563.95,1565.9,1567.6,1564.75,1560.89,1566.5654441823133,1555.214555817687,1560.251,1565.4664594982487,1555.0355405017513
2023-10-11 11:10:00+05:30,1566.5,1567.95,1564.5,1566.8,23,1565.62,1566.44,1567.95,1564.5,1561.655,1568.2722249974254,1555.0377750025746,1561.0439999999999,1567.3751027651049,1554.7128972348949
2023-10-11 11:15:00+05:30,1564.8,1568.45,1556.5,1559.95,1656,1566.65,1562.42,1568.45,1556.5,1561.6950000000002,1568.2603044272225,1555.1296955727778,1561.392,1567.5902778970444,1555.1937221029557
2023-10-11 11:20:00+05:30,1559.95,1566.45,1555.0,1562.75,1185,1562.38,1561.04,1566.45,1555.0,1561.98,1568.4456700262829,1555.5143299737172,1561.524,1567.6193913373675,1555.4286086626323
2023-10-11 11:25:00+05:30,1562.75,1566.4,1562.75,1566.3,27,1561.35,1564.55,1566.4,1562.75,1562.655,1569.396653275627,1555.913346724373,1562.085,1568.1560039440765,1556.0139960559236
2023-10-11 11:30:00+05:30,1566.3,1566.3,1562.95,1566.0,10,1564.52,1565.39,1566.3,1562.95,1563.355,1569.8594343848292,1556.8505656151708,1562.7140000000002,1568.7134384922533,1556.714561507747
2023-10-11 11:35:00+05:30,1566.0,1566.4,1563.0,1565.95,31,1566.15,1565.34,1566.4,1563.0,1564.0900000000001,1569.8215501102711,1558.3584498897292,1563.407,1568.7633590453154,1558.0506409546845
2023-10-11 11:40:00+05:30,1565.95,1565.95,1562.7,1565.0,48,1565.98,1564.9,1565.95,1562.7,1564.7150000000001,1569.05193440115,1560.3780655988503,1564.069,1568.0753444130116,1560.0626555869883
2023-10-11 11:45:00+05:30,1566.0,1566.0,1563.15,1565.0,149,1565.48,1565.04,1566.0,1563.15,1564.9,1569.0957650606679,1560.7042349393323,1564.4969999999998,1567.7816992082994,1561.2123007917003
2023-10-11 11:50:00+05:30,1565.0,1568.65,1565.0,1568.65,193,1565.5,1566.82,1568.65,1565.0,1565.29,1570.1033610340717,1560.4766389659283,1564.784,1568.3460992562293,1561.221900743771
2023-10-11 11:55:00+05:30,1562.5,1565.8,1560.95,1565.0,1104,1566.82,1563.56,1565.8,1560.95,1565.1399999999999,1569.8786824235208,1560.401317576479,1564.55,1568.0936578716387,1561.0063421283612
2023-10-11 12:00:00+05:30,1565.0,1565.0,1560.55,1560.55,89,1563.75,1562.78,1565.0,1560.55,1564.5149999999999,1569.8869539172229,1559.143046082777,1564.184,1567.6142989827747,1560.7537010172252
2023-10-11 12:05:00+05:30,1565.15,1569.65,1563.75,1569.35,1136,1562.78,1566.98,1569.65,1563.75,1565.455,1570.559779895123,1560.3502201048768,1564.64,1568.236430328983,1561.0435696710172
2023-10-11 12:10:00+05:30,1570.8,1570.9,1567.55,1570.8,43,1567.25,1570.01,1570.9,1567.55,1566.2599999999998,1571.971742291094,1560.5482577089056,1565.5369999999998,1569.5885023276842,1561.4854976723154
2023-10-11 12:15:00+05:30,1570.8,1570.8,1567.85,1570.7,27,1570.8,1570.04,1570.8,1567.85,1566.7,1573.0658812779,1560.3341187221001,1566.086,1570.9495533420777,1561.2224466579223
2023-10-11 12:20:00+05:30,1568.05,1570.8,1568.05,1570.0,71,1570.75,1569.22,1570.8,1568.05,1567.1,1573.7659999666537,1560.4340000333461,1566.4689999999998,1571.6797789991424,1561.2582210008572
2023-10-11 12:25:00+05:30,1570.0,1570.4,1567.75,1569.55,241,1569.02,1569.42,1570.4,1567.75,1567.4599999999998,1574.2378724947748,1560.6821275052248,1566.877,1572.3282632582955,1561.4257367417044
2023-10-11 12:30:00+05:30,1567.75,1569.6,1556.35,1562.65,1194,1569.78,1564.09,1569.6,1556.35,1567.225,1574.5248097387598,1559.92519026124,1566.7959999999998,1572.3997622282927,1561.192237771707
2023-10-11 12:35:00+05:30,1562.6,1564.3,1562.6,1562.8,200,1565.2,1563.08,1564.3,1562.6,1567.0049999999999,1574.723441120667,1559.2865588793327,1566.6,1572.5998444424386,1560.6001555575613
2023-10-11 12:40:00+05:30,1562.8,1565.0,1562.4,1562.4,142,1562.7,1563.15,1565.0,1562.4,1566.3799999999999,1574.507757651672,1558.2522423483279,1566.233,1572.6101470458639,1559.855852954136
2023-10-11 12:45:00+05:30,1564.95,1564.95,1564.9,1564.9,16,1562.6,1564.93,1564.95,1564.9,1566.3700000000001,1574.5055461470624,1558.2344538529378,1566.37,1572.5476730606736,1560.1923269393262
2023-10-11 12:50:00+05:30,1564.9,1564.95,1562.4,1562.4,49,1564.93,1563.66,1564.95,1562.4,1566.555,1574.1698174268538,1558.9401825731463,1566.458,1572.43003706174,1560.4859629382602
2023-10-11 12:55:00+05:30,1562.4,1564.95,1562.4,1564.85,21,1563.65,1563.65,1564.95,1562.4,1566.105,1573.5148208105402,1558.6951791894599,1566.125,1572.3343209505383,1559.9156790494617
2023-10-11 13:00:00+05:30,1564.85,1564.85,1562.1,1563.95,61,1563.62,1563.94,1564.85,1562.1,1565.4199999999998,1572.1346936721625,1558.7053063278372,1565.518,1571.2041140802362,1559.8318859197639
2023-10-11 13:05:00+05:30,1563.95,1563.95,1561.6,1563.85,26,1564.4,1563.34,1563.95,1561.6,1564.7350000000001,1570.365877176573,1559.1041228234274,1564.848,1569.6808946927524,1560.0151053072475
2023-10-11 13:10:00+05:30,1563.85,1564.95,1562.5,1564.75,58,1563.9,1564.01,1564.95,1562.5,1564.21,1568.4716637335255,1559.9483362664746,1564.327,1568.0642842189825,1560.5897157810175
2023-10-11 13:15:00+05:30,1564.75,1564.85,1562.3,1564.85,6,1564.3,1564.19,1564.85,1562.3,1563.74,1565.9052816085473,1561.5747183914527,1563.804,1564.9138027853376,1562.6941972146626
2023-10-11 13:20:00+05:30,1562.1,1564.8,1561.7,1564.65,75,1564.8,1563.31,1564.8,1561.7,1563.94,1566.0258251764076,1561.8541748235925,1563.726,1564.8559242846356,1562.5960757153646
2023-10-11 13:25:00+05:30,1564.65,1564.7,1561.95,1564.55,32,1563.38,1563.96,1564.7,1561.95,1564.115,1566.0649572644554,1562.1650427355446,1563.814,1564.8537948516193,1562.7742051483808
2023-10-11 13:30:00+05:30,1564.55,1564.55,1562.05,1564.45,13,1564.6,1563.9,1564.55,1562.05,1564.3200000000002,1565.8556504231408,1562.7843495768595,1563.8890000000001,1564.8182505941822,1562.959749405818
2023-10-11 13:35:00+05:30,1564.0,1564.65,1564.0,1564.65,6,1564.5,1564.32,1564.65,1564.0,1564.2949999999998,1565.7964437495966,1562.793556250403,1563.828,1564.4972483346664,1563.1587516653335
2023-10-11 13:40:00+05:30,1564.65,1564.65,1562.55,1564.55,27,1564.32,1564.1,1564.65,1562.55,1564.51,1565.204102137764,1563.815897862236,1563.872,1564.5499577175515,1563.1940422824487
2023-10-11 13:45:00+05:30,1564.55,1565.9,1562.65,1565.9,150,1564.6,1564.75,1565.9,1562.65,1564.615,1565.7286027617524,1563.5013972382476,1563.982,1564.8343848896604,1563.1296151103395
2023-10-11 13:50:00+05:30,1565.5,1574.0,1565.5,1574.0,870,1565.22,1569.75,1574.0,1565.5,1565.6200000000001,1571.594984890719,1559.6450151092813,1564.563,1568.3062730775964,1560.8197269224038
2023-10-11 13:55:00+05:30,1574.0,1574.45,1566.8,1570.05,525,1569.75,1571.32,1574.45,1566.8,1566.24,1572.6682017530297,1559.8117982469703,1565.361,1570.911595163295,1559.8104048367052
2023-10-11 14:00:00+05:30,1570.05,1570.05,1561.0,1564.9,2420,1572.02,1566.5,1570.05,1561.0,1566.2549999999999,1572.668432085162,1559.8415679148377,1565.6100000000001,1571.114446687312,1560.1055533126882
2023-10-11 14:05:00+05:30,1564.9,1564.9,1564.0,1564.6,15,1567.48,1564.6,1564.9,1564.0,1566.23,1572.6696687285303,1559.7903312714698,1565.651,1571.1143929222005,1560.1876070777996
